text,user_location,target
@ArkansasBlog What in the ever living f.....? 😳 Anybody remember the movie #WhiteOleander? #Oleandrin is a toxic ca… https://t.co/8mDkVCEa8O,"Arkansas, USA",2
I'm so concerned bout everything that's going on with deadly vaccines and corona flu and 5G poles and how it will a… https://t.co/PNguPBqztj,"Pennsylvania, USA",0
"@AlexBerenson @seanmdav @ScottGottliebMD So, he’s saying that #COVID19 is currently a lot less serious to children than the flu.","Arizona, USA",0
I think frequently about this interview that #Warren gave to #Maddow on 3/6/20 the day after she'd suspended her ca… https://t.co/aEXpYSDrMW,"Colorado, USA",0
.@CDCgov must extend its #NoSailOrder until cruise ships can demonstrate a commitment to protect public health and… https://t.co/deSGQ6VXxa,North America,1
@AngelaProsser1 @AsaHutchinson @ADHPIO US at the 5m case mark and anticipating a 300k death count last I heard. For… https://t.co/zGGGBBZrFv,"Arkansas, USA",0
Don’t show this to @POTUS @realDonaldTrump he’ll insist on doubling down on forcing schools to reopen in the midst… https://t.co/T3WrPHioG3,United States,2
Belarus demonstrates for an end to autocracy. Israelis en masse protest their corrupt leader. The world over… https://t.co/w6xqPXDWLg,USA,0
"Also, kind of relevant, once you're personally affected by #COVID19 it's...

a little too late to start caring. https://t.co/6KJVhUoflp",United States,1
"Yep. #COVID19 vastly accelerated this unfortunate trend, which predates the pandemic. https://t.co/jCRZ3mHfJA",United States,0
"We have a president who doesn't read intelligence reports because he's too busy golfing, tweeting, and watching fau… https://t.co/114mq2QY9g",United States,0
If I were @Mtrubisky10 then I would elect to sit out this season because of #COVID19 https://t.co/4F6wktLiX9,"Illinois, USA",2
Requiring a flue shot!!! What? #COVID19 https://t.co/TUUMi9OR2Y,"Hawaii, USA",2
"“The secret of getting ahead is getting started.” – Mark Twain
#giftcards #giftcard #giftideas #giftcardsavailable… https://t.co/EyYuXBTAVx","NY,USA",2
@realDonaldTrump you just suck. #DonaldTrumpIsAFailure #Biden2020 #OurKidsDeserveBetter #COVID19 https://t.co/zqck4RZJH9,"Pennsylvania, USA",0
"who easyrepost ⬆️
Please watch this video on children going back to school during the #coronavirus #pandemic.… https://t.co/BFaJnumgb3","Massachusetts, USA",1
How many gonna get #COVID19 cuz they went to #Sturgis?!! #COVIDIOTS,United States,2
"When you hear last life, the butthole is clinched. Someone order a team wipe!!!?!?!
#COVID19 #rougecompany #xboxone… https://t.co/VxdX7B8JpP","Michigan, USA",2
@GovBillLee Is this real? How did this happen? This is what the state of #Tennessee gave to it’s teachers for prote… https://t.co/PHq7gUjgBB,"Nashville, USA",2
We should do this with every member of the legislature in the United States until they give us relief from the… https://t.co/kbfGk3ICGg,"California, USA",1
Call in even  the head office mailbox is full omg don’t eat @BWWings #COVID19,United States,2
"@Out5p0ken @McneJames @MarkMeadows @LindseyGrahamSC Kevin McCarthy

They all look alike to me....… https://t.co/rf79Uddsdn","Kentucky, USA",2
Coming with new drops soon 💫😈#music #COVID19 #216 https://t.co/YZxDsj8kkJ,"Ohio, USA",2
@TimmonsGoodson @BarackObama I just ❤️ your father’s quote. I know #NC would be a better place with you leading for… https://t.co/fwd5A82Ll0,"Maryland, USA",1
Who else hasn’t had a haircut in longer than they care to admit?! #COVID19 #PandemicHair https://t.co/WdlDTkffyH,"Texas, USA",1
@Boogie2988 was the answer to the murder mystery in the escape room that the death was caused by #COVID19 ? Because… https://t.co/7BelcuBkhq,"Florida, USA",0
"""Craziest thing in thing in the World""
#DELAYED via #WuhanVIRUS #COVID19;
#ScriptedNation47 #ScriptedNation113… https://t.co/qxjKAQy5xu",USA,0
"Power brokers in #collegefootball @SEC @pac12 @Big12Conference @theACC @big10 been playing fans, players &amp; coaches… https://t.co/oH6P9JbyL5",USA,1
The sad thing is that this will be a common occurrence as #COVID19 continues to ravage our country. Assistance for… https://t.co/MEMn7MV0yG,"Texas, USA",0
"Finally baked some pandemic bread.

Of course it had to be challah! 

#COVID19 #Baking https://t.co/gWNtaknAB6","Colorado, USA",2
Authoritarianism is deadly. Horrifying stats. #COVID19 https://t.co/nWcBAao2OY,United States,0
We are taking extra measures to protect our staff and clients as we continue to work safely #COVID19,United States,1
Save us John Wick (art by @MJHiblen ) #art #arts #artist #artistsoninstagram #artistsoftwitter #MJHiblen… https://t.co/XSQgDPtpIG,"Rhode Island, USA",1
It will be like a miracle...#COVID19 https://t.co/qXiImytyao,United States,1
The world in which we now live. #TrumpThreatensAmerica #COVID19 #TrumpKillsChildren #TrumpKillsAmericans https://t.co/PUJpUxj5S1,United States,2
"@Jim_Jordan We could have had football, baseball, school openings, and more if @GOP and Trump took the pandemic ser… https://t.co/6oPUXUfQcB",United States,2
"@crysstohn @wsbtv 1st, THERE IS NO IMMUNITY so you won't just catch it once. 20 million have had #coronavirus so fa… https://t.co/DPyxDWEhen",United States,0
Another #COVID19 death https://t.co/571Ozg2KPd,"Texas, USA ",0
"Even during #COVID19, these local retailers and 
@AgeStrongBos are working to build an environment where businesses… https://t.co/TsYiGdzddv",United States,2
This is the second post on #masks in this thread - and I'll repeat... some protection is better than none when you… https://t.co/0DBGMyeEGU,Live Free or Die - NH USA,1
"#covid19 Lame stream, drive-by #FakeNewsMedia, BLM, Antifa and the DNC are poison... Hydroxychloroquine is not.",United States,0
"Imagine being a sitting U.S. Senator, profiting from the #COVID19 pandemic via insider training and pontificating t… https://t.co/EIGCcGNfLx",United States,1
@FirstPlebian @brianklaas @EmpathyNow Perhaps the crematoriums &amp; mass burial crews supply of reliable data to local… https://t.co/7SEJQ7DLBN,United States,2
This is a must read #RollingStones #AmericaWakeUp #COVID19 #MondayMotivaton #alevels2020 https://t.co/mT1omYDz8i,"Florida, USA",2
These decisions will impact #mentalhealth more than the risk of #COVID19. Sad times in America. https://t.co/uKvXo0lO9X,"Texas, USA 🇺🇸",0
In a parallel universe you’re sitting at work online back to school shopping and wondering where you’re going for l… https://t.co/s0h3LUgPY7,United States,2
@UNWebTV @UNOCHA @rochdi_najat @antonioguterres @UNReliefChief @SRSG_UNIOGBIS @UNODC @GhadaFathiWaly @WHOIraq… https://t.co/DsdMrtfFRq,Europe/USA/Global,2
"@NikkiHaley @PopcornFactory How devastating! Thoughts &amp; prayers.
-160+K #Covid19 dead
-Covid19 sufferers
-Front lin… https://t.co/pKLrKdsihm",United States,0
"@POTUS @Trump EOs are #UnconstitutionalSlop 

-160,000 American souls DEAD
-5 Million Americans infected with… https://t.co/TZG2xYDBKR",USA,0
"@ElieNYC I had a mild case of #covid19 in March. My lungs never got involved and no fever. 

However, I slept, peed… https://t.co/NWe0bLBbsB","Seattle, WA USA",0
Good job #BigTen. #Sports r fun. Contracting #coronavirus isn't. It's a nation-wide emergency &amp; doing the right thi… https://t.co/uL7oBhotNZ,North America,1
@KamalaHarris Thank you so much for being the voice for masks... please share with us the science that states that… https://t.co/ReXE4kmpx6,U.S.A.,1
A key drug used to treat #COVID19 patients will be manufactured at @pfizer's #McPherson facility! This move comes a… https://t.co/AJ9B3LOAru,"Kansas, USA",1
@Jim_Jordan America needs a plan for controlling #COVID19 — not more #concussions. #CorruptGOP #TrumpThreatensAmerica,United States,2
Someone needs to learn about the difference between need and want. We need to better combat #COVID19 https://t.co/bOMNRtsOUP,"Dallas, TX, USA",1
Thank you to @Comm4Prosperity for including our story in your weekly newsletter! #COVID19 #ksleg… https://t.co/NvdvlVTGZK,"Kansas, USA",1
"Homeschool brought to you by:
@sharpie @paper_mate @pentelofamerica @staplesstores @amazon @scotch @elmersproducts… https://t.co/VKeokggx6R","Simi Valley, CA, USA",2
"Being a parent is tough, being a parent during Covid is crazy hard...the decisions we are forced to make 🤦🏽‍♀️ I’m… https://t.co/MqXM7AldVM","Texas, USA",0
"@POTUS @realDonaldTrump #JaredKushner calls 5 million plus case of #COVID19 a success with over 162,000 American Li… https://t.co/8bPlMuklWq",United States,1
Partner Event Aug 26 10:00 AM PT = 19.00 CET: @SACCSFSV presents Anders Tegnell: The Swedish #coronavirus strategy… https://t.co/p7a3nBUoK7,"Palo Alto, California, USA",2
This is right but never going to pass because progressives won't fight for it. We only tweet about it. #COVID19 https://t.co/M7ik1vaQaw,"New Jersey, USA",1
Take advantage of this historical resource for #NYCtenants. Visit the link for direction and support services.… https://t.co/rRc7msfaci,"New York, USA",1
"#TrumpDestroyedOurEconomy

If trump would have jumped on #Covid19 right away our shut down would have been short, s… https://t.co/6lJ9JCJQGH",USA #EatTheRich =Abuse by big💰,2
110% Agreed!  The left has weaponized #COVID19 ... https://t.co/w6xcpoS64I,God Bless the U.S.A.!!,1
"Due to #COVID19 aka #Coronavirus I’ll be sending the first 100 person who DM , like &amp; retweet this gets $400 -$1200… https://t.co/DGk1JSItd4","Ohio, USA",1
The worst part of moving is hooking up the dryer hose. #MondayMotivation #COVID19,United States of Whatever,0
"As #US schools reopen, a study finds at least 97,000 children were recently infected with #COVID19. #Coronavirus… https://t.co/2ULTr7nlxI","California, USA",0
"Happy #MotivationalMonday!
#motivationmonday #pulmonaryrehab #breathe #livebetter #pulmonary #COPD #asthma… https://t.co/3qtKEFgH4O","Connecticut, USA",1
@Forum4theFuture's thoughtful Future of #Sustainability 2020 outlook. On #systems change in context of the #COVID19… https://t.co/DJycsmjwql,South America,1
So true. In case anyone is wondering the real reason we won’t have a college football season. #covid19 is dangerous… https://t.co/OhCKb7RNOk,"California, USA",1
"My grandmother passed away from the #COVID19 , in her will she left me enough money and she always told me to do wh… https://t.co/jcwJAA1vaA","Texas, USA",2
"Trump on restarting #COVID19 relief talks with Dems:

1. Dems want to steal the election with mail-in voting.
2. It… https://t.co/I3Z1tQlSgb","Colorado, USA",1
"@CryptoGayGuy They are such bitch-ass clout chasers, these Hollywood fools. 

Are we still pretending we’re not ALL… https://t.co/v2ljkUI5Kr",U.S.A.,0
"While schools grapple with reopening, over 100,00 children in the U.S. contracted #COVID19 in the last two weeks of… https://t.co/x2ujz1Udrg",United States,2
The United States has about 110 million renters—30-40 million have been hit hard and are at risk of #eviction durin… https://t.co/zCCAJMKzxP,"New York, USA",0
The Big Ten Conference is reportedly canceling their 2020 college football season due to the COVID-19 pandemic.… https://t.co/F52tPCjihL,"Florida, USA",2
"These life-protecting collaborations showed how industry, academia, and private citizens can rise to a challenge li… https://t.co/jMkGFdgONE",North America,1
"#COVID19 relief, let businesses with liquor licenses sell take out, curbside, delivery, etc.   Just like restaurant… https://t.co/f7OLESIo9B","New Jersey, USA",1
@SenCapito @SenToomey @SenatorBennet @SenJohnBarrasso @SenatorShaheen Is the GOP answer to #COVID19 a wear a mask c… https://t.co/ptEmgtqT6U,"Maine, USA",2
For almost a week everyone in stan twitter and tik tok been discussing GOT7 contract. At this point let them talk a… https://t.co/7dIaPvQKnH,United States (she/her) 22,2
"The Health, Economic Assistance, Liability Protection &amp; Schools Act could deliver $29.4 mill to the @DeptofDefense… https://t.co/zYx5h976qW",USA,0
Protect your employees &amp; facilities THROUGHOUT the work day—Day Porters ensure the health &amp; safety of your… https://t.co/ZhCHPUiJoT,United States,1
Selfish bastard @SenSasse wants to push against the #COVID19 Science! #BigTen can wait #StaySafe https://t.co/YcTivX8A56,"Wisconsin, USA",0
"Is Anyone else livid about this???  97,000 children tested positive for #Covid19 Trump &amp; the GOP should not be allo… https://t.co/23ZOZYSjRJ",United States,1
Had a great #ASP discussion with one of fellows and @FredenrichJaela that was NOT #COVID19 today! cc: @USF_ID @TampaVA,"Tampa, Florida, USA",1
Want the latest on #TaxDevelopments? Read our weekly #Tax Development Digest providing insights on the tax guidance… https://t.co/KCxBgsCzR6,United States,1
Support to #Veteran #caregivers during #COVID19. #ElderLaw  https://t.co/DdZ2PWfTqx,"Florida, USA",1
"America's #PPE shortage could last years without strategic plan, experts warn

Hospital officials prepare for autum… https://t.co/pl5yOmp0Dk",United States,0
"Book Producers Are Here to Help: https://t.co/8Pnf3ItYI2

#covid19 #pandemic #publishing #bookproducers",U.S.A. & Canada,1
"Smh
People, it's NOT rocket science.
DO NOT OPEN schools, in HIGH INFECTION RATE communities.
If you're NOT SURE...… https://t.co/3dhmGVcNvY","Virginia, USA",0
"#BusinessOwners, what can you change now that might help your sales?

Read the full article:▸… https://t.co/gRIYcYVpiF","California, USA",1
Our Remote Patient Monitoring helps people suffering from #COVID19 by measuring their vitals. Learn more.… https://t.co/nC8VBYRaQC,"New York, USA",1
"In the household employment industry, the #COVID19 pandemic is crystallizing the importance of legally paying worke… https://t.co/KQXFClcKTQ",United States,1
"#Trump's $400 Weekly Unemployment Aid

-Your state will be expected to provide 25% of funding
-Remainder comes from… https://t.co/6qoVWLiif0",United States,0
"@NCAGO What do we do if we have fallen victim to a wrongful conviction? Asking for my husband, Ronnie Long.… https://t.co/FHMCtHJSXE","North Carolina, USA",0
"UK might scrap their #COVID19 daily death count:
 https://t.co/GNSs97PvFo","New York, USA",0
"Is like the world ending 
and they’re using covid and the dumb fkn games they’re playing as a distraction? 

Can’t… https://t.co/HflPODALG3","Virginia, USA",0
Heartbreaking. At least 14 of the 63 people who've died of #COVID19 behind bars in Florida were eligible for parole… https://t.co/2hVyy5sfjH,United States,0
"#POTUS temporarily banned entry of certain foreign workers to preserve jobs for Americans during #COVID19. 

Who? S… https://t.co/cs0ZxwcnUI",Americas,0
".@MichelleObama and .@MelindaGates for @CNN on the need to protect girls' safety, health, and education during… https://t.co/GHiKsv09ti",USA • Global,1
How will the #WeWantToPlay kids react when one of their teammates dies from #COVID19 or has lungs damaged for life… https://t.co/q2sbyVabHZ,United States,0
Why is it OK to ask teachers to do more so people can work? Why do we not ask the corporations to solve this proble… https://t.co/JL13K2kL1b,"Maryland, USA",1
"#COVID19 draw most #Markets attention since March, #trade #accord between two largest #economies sets aside. Far-be… https://t.co/h8AW20UnAj",USA,2
"@Amy_Siskind @MTC_CO They're dumb &amp; darn proud of it.
#COVIDIOT #COVID19",United States,0
"Rob Base &amp; DJ EZ Rock - ""It Takes Two""  https://t.co/VzcioxSdMp via @YouTube #COVID19 #StayHome or wear mask$ everywhere!",East Coast - United States,0
"@MichelleObama and @MelindaGates for @CNN on the need to protect girls' safety, health, and education during… https://t.co/esnzlkyelT",USA • Global,1
"@Jim_Jordan Go ahead and play yourself,  then don't come to the hospital when u get covid #covid19 #football",USA,1
"@aclarkwhitman @PushReal @crzyfkinworld I’ll try this again... I’ll try to be nicer.
How TF does a WOMAN become so… https://t.co/bHa0mur5KJ","Wisconsin, USA",1
"Elevated blood pressure is a specific risk factor for bad #covid19 outcome

Nearly 1/2 US adults suffer from elevat… https://t.co/7I89ehIX0H","West Haven, Connecticut, USA",0
"People are making Investment join us now...don't stop contemplating it's real trust me it works!!!!
@miles_peters1… https://t.co/UNttztLJN6",United States,1
#HumanTrafficking  is way scarier than #COVID19.  Period.,United States,2
"London, UK, hospital staff #COVID19 antibody #seroprevalence is very high, with 34.7% for those with direct patient… https://t.co/btGG2dqdJQ",United States,2
"NEW ZEALAND BEAT COVID-19

#COVID19dk #covid19 #NewZealand #cases 

https://t.co/y2RMBDtxcW",United States,2
#EDUCATION: We cannot let #schools return to “normal” after the #COVID19 #pandemic. This is an opportunity to reima… https://t.co/6qvREvuI2q,USA,1
One of the funniest things about the trump administration is he and his followers want us to believe he is not resp… https://t.co/nTjWgEAR3U,"Florida, USA",1
Our hearts go out to those who are currently separated from those they love due to travel restrictions. May you be… https://t.co/OOmYSRT0jk,"Folsom, California, USA",1
"Rain, shine or #COVID19, this Wyoming fair must go on, reports @Report4America corps member @JessiDodge1 with… https://t.co/BhvQUBs9br",United States,1
It’s interesting that people think this about measles. The kids get it and think “my kid’s OK”. But there can be si… https://t.co/xYZ2bEsoCP,"Ohio, USA",1
Their past town hall sessions on Allyship &amp; Advocacy in the Age of #COVID19 are also available here https://t.co/jN8bi32kIQ,"South Carolina, USA",2
"@BaddCompani @kimchoo55 Baylor College of Medicine Dean of Tropical Medicine, Dr. @PeterHotez author of this new bo… https://t.co/DtQwnzYl6n","Covidlandia, United States",2
ICYMI: #Cardiovascular research taking a hit during ongoing pandemic #cardiology #heartfailure #cardiotwitter… https://t.co/jEdyuCM37q,United States,2
"This is from May. When is this going to change @KenPaxtonTX? 
#COVID19 #Corona #CoronaCrisis
 #Election2020
Texas a… https://t.co/E8vfJGou0j","TX, USA",2
Through the Loupes: Can you charge patients extra for PPE? Plus: What I learned the hard way from the doctor-patien… https://t.co/MMGdJNDx7s,"Tulsa, OK, USA",0
I hope the majority of voting citizens in the #USA realize the #COVID19 outbreak in our country is the direct fault… https://t.co/Ildyx7HYYC,"California, USA",1
"@Jim_Jordan AMERICA NEEDS A STRATEGIC PLAN TO FIGHT COVID.

#COVID19
#TrumpHasNoPlan",USA,0
"@realDonaldTrump More than 97,000 children tested positive for Covid-19 in the last two weeks of July. 

We gained… https://t.co/iLsYSg7KZw","Georgia, USA",1
"Bring on Dr. Manhattan vs Braniac Superman! 

I thought with #COVID19, 2020 was going to disappoint but there are s… https://t.co/L844ePsAOs",United States,0
"We will continue to sing praises to The Lord!!
🎶 🙌🏻
#singtotheLord 
#Jesus 
#Sing 
#Church 
#COVID19 https://t.co/qA0NEzwkzw",USA,1
"https://t.co/rnpcgXDHPL @BroadwayGlobal @TheatreChat fav talent shares #Covid19 struggles...  

Follow… https://t.co/4y2TGS9fML",USA,1
"I’m more afraid of Biden’s creep ass in the #WhiteHouse than I am of #COVID19 💯 

#WWG1GWA #NeverBiden #SAVEOURCHILDREN","Florida, USA",0
"""#COVID19 regulations are adding to the congestion in prison facilities. This research has shown the urgency of ref… https://t.co/FX59JHccjc",Lusaka-London-Freetown,0
📌Same should be done at #MarALago and ALL @realDonaldTrump properties over #corruption and handling of… https://t.co/1SMD11qHjG,USA🇺🇸,2
Neuse Christian Academy in Raleigh was open for in-person classes for one week before a student tested positive for… https://t.co/DaZcmzVEKW,"North Carolina, USA",1
"Yep, just look at all the Dems voter suppression 

No🔻
#MedicareForAll 
#GreenNewDeal 
#UBI At least #Covid19 Relie… https://t.co/Pd3uQeeVyi",USA #EatTheRich =Abuse by big💰,1
"#COVID Crazy Again: Thus far, the City has struggled to enforce medical martial law, but @chicagosmayor Lightfoot h… https://t.co/3oz60LVOb8",USA,0
"""Don't fear, for I have redeemed you; I have called you by name; you are Mine"" Is 43:1. This is an amazing promise.… https://t.co/BgUOGRRcZv",United States,1
Obviously @Twitter allows this kind of reckless conjecture from @CNN on #COVID19. https://t.co/owMAcdbdy7,"Missouri, USA",0
"Our founding brand has in-stock sanitizer that’s 80% alcohol, and 100% in-demand. https://t.co/JBG6fCL4Ai… https://t.co/peXEvHKbdM",USA,2
".#StockMarket #News #Live #Updates: 
#Stocks trade mixed as #Investors eye #Earnings, @realDonaldTrump's #Virus ord… https://t.co/qyz0QWDYeR",Georgia USA @GDECD 🇺🇸,2
"Medical fraternity had a challenge of #COVID19 , we scarified and overcame to that and 'll be covid free soon Insha… https://t.co/HpF08gv4rd",United States of Multan,1
https://t.co/4aP9LRqMnj well that's strange who owns majority of Hollywood? #SAVEOURCHILDREN #MondayMorning… https://t.co/1sE8yJYimq,"Illinois, USA",1
"Cameroon #FETP residents are working as investigators on Rapid Response Teams, as contact tracers, data managers an… https://t.co/9AmTAbT713","Atlanta, GA, USA",2
@JoeBiden Which @realDonaldTrump was  Doing A Great JOB ! until the China (Your Pals Joe)Virus Coronavirus #COVID19… https://t.co/pFs5fACnlA,"North Carolina, (919) USA ",1
A mistake made in the initial #COVID19 response was sending thousands of college kids back into their homes with el… https://t.co/ziYIWd5AEz,United States,0
@GitRDoneLarry Here is #Nebraska #COVID19 reality. https://t.co/nWB7FheRZU,"Plains States, USA",2
Happy Monday Due to Coronavirus aka #COVID19 I’ll be helping anyone in need sending $1500 to the first 10 people wh… https://t.co/Nm31kjpxNB,"Texas, USA",1
The #FDA has cleared a phase 2 trial assessing favipiravir for  #COVID19 outbreak prevention: https://t.co/I9I0lpRtUJ,United States,1
Proud to have @412FoodRescue as a grantee of the @refed #COVID19 #FoodWaste Solutions Fund - and as a member of our… https://t.co/UI3u7txPC1,United States,1
"While #education is clearly a victim of the pandemic, it is also the solution to the longer-term recovery from… https://t.co/lkrzdQOVyo","New York, USA",1
"The #USA November #Election2020 #MondayMorning
#AbsenteeVoting #MailInVoting #Time2rise #CHAOS #VoterFraud… https://t.co/v1rehdQAeI","New Jersey, USA",2
"@MollyJongFast I can confirm that since the #COVID19 ravaged my state, I have done 90% of my business online and th… https://t.co/cd6reKcyKc",RedStateUSA :( ,2
CEO of workforce analytics vendor @Sapience discusses #COVID19 chaos in the workplace and the need for visibility a… https://t.co/k38tGExrJS,United States,0
"#Covid19 So, apparently places are starting to charge you for cleaning your table. “We charge that because we have… https://t.co/jRwW46Lllj","California, USA",2
Solve today's emerging security challenges during #COVID19 work-from-home mandates and secure your #nonprofit organ… https://t.co/ghozl504ag,"Florida, USA",1
"Like to save money? Get $5 off first order
https://t.co/F3NWIySMJ8
Follow: @dogmerchsite
https://t.co/bS8X8PZOWv… https://t.co/NALNmmRrW3",United States,1
"“I’ve said to them, look, have a CDC website that prioritizes who gets tested. That’s trivial to do. They won’t pay… https://t.co/glOxJoZZEe","Georgia, USA",0
"Are we not to be Christ to the world? If, then, Jesus did not cower before deadly disease, why are we now doing so?… https://t.co/GoDAcB0EK9","Kansas, USA",2
"Why deforestation and extinctions make pandemics more likely
#COVID19 https://t.co/WyWJKzhlAh","Virginia, USA",2
"1 in 3 Americans Would Not Get #COVID19 Vaccine https://t.co/GqtantBqMX  Or as @FortuneMagazine put it: ""Ever wonde… https://t.co/GwpSWSNuyg","New York, USA",2
"""160k+ Americans DEAD!"" #COVID19 #TrumpVirus #TrumpIsKillingUs","Oregon, USA",2
Thank you to the International Association of Crime Analysts for being a sponsor at our Annual Symposium in August… https://t.co/8jqxNhudHz,United States,0
"Well, looks like everyone is hanging on tight... @InovioPharma $ino #inovio #COVID19","OH, USA",1
"In Germany, #COVID19 campaigns have ignited conversations from different sides of debates. Here’s a snippet from ou… https://t.co/Dbg37zIZ1D",Latin America & Asia,2
"Thank God! Let Universities be controlled by academics, not athletic directors! #COVID19 #SafetyFirst https://t.co/dQ1niTvT0u",United States,1
Attention #CA employers: we updated our #COVID19 guidance. We answered new questions about #civilrights and: testin… https://t.co/kM1gnsXmdn,"Elk Grove, California USA",2
How businesses should approach cyber in a post #COVID19 world https://t.co/AtkKhUJ7HE via @wef #security,"Blue Bell, PA, USA",2
"@NikkiHaley @PopcornFactory If this is the biggest problem you have that's tweet-worthy, you're living in a dream w… https://t.co/9JVihLQjw5",USA,0
"Over 3,000 people died from #COVID19 in the US this weekend while Trump was out golfing and fundraising in the Hamp… https://t.co/jDSZzFLLPi","California, USA",0
"The @GOP tell us giving folks $600 will be an incentive not to work. That may be true for some, but in the mean tim… https://t.co/fF1a9ORWVQ","Maryland, USA",1
@RepAndyHarrisMD AKA #AbsentAndy running his mouth about some issue not even relevant in the 1960’s. Harris should… https://t.co/cKGZzrdMVQ,"Maryland, USA",2
The #American people deserve better! Tell @SenThomTillis to fight for a robust #COVID19 #StimulusPackage. https://t.co/V9MTSbA4tY,United States,1
@thehill Trump wasted months fighting to protect his re-election chances instead of fighting #COVID19 to protect Am… https://t.co/Cmh9rLyRiL,United States,0
@Jim_Jordan #America needed competent leadership jumping right in to deal with #COVID19 the minute identified. We c… https://t.co/DbuJQ8MuyZ,"Tennessee, USA",1
@Jim_Jordan No state loves football more than Texas! But we also love staying alive &amp; protecting our families. MORE… https://t.co/a5ixhz5d1b,"Texas, USA",1
"So the ""Covid isn't real"" people are suddenly throwing out human trafficking concerns. Why weren't you talking abou… https://t.co/ppdfmfXWk0","New York, USA",2
In this week's #Healthcare Update: Sen. Wyden introduces legislation to prevent vaccine manufacturers from hiking p… https://t.co/WVJPwTq0xi,United States,1
Bet it helped that Trump wasn't involved in the decision making🤷🏽‍♀️👍🏽 #NewZealand #COVID19,"Wisconsin, USA",2
"The chicks ""chirp"" w/ travel industry expert re challenges to traveling on your ""Vacation to Nowhere"".
Sponsored by… https://t.co/EhKf9AYJY6",United States,1
Does wearing a #MedicalMask vs a #ClothMask affect your #oxygen levels (SPo2)? How about while exercising? See the… https://t.co/46VhFOjtSh,USA,2
"#Coronavirus 'disappearing' so fast #Oxford vaccine has 'only 50% chance of working' 

https://t.co/SusZdoXSd3

#COVID19","NoVA, USA",1
*lights are getting turned on at the college football bars and que up “closing time” #COVID19 #MondayVibes #big10 https://t.co/dkNc1hY03v,United States,2
"This pandemic has created more hustlers than anyone could have expected. 

Charge another sale to the game!

Either… https://t.co/N5ku6hMdEu","Florida, USA",1
How Covid-19 Has Pushed me to Evaluate My Habits Around Life and Business https://t.co/7yAKNMLhoS via @YouTube LIKE… https://t.co/lJPqTjFLIM,"New Jersey, USA",2
@HappyRecovery @ShatterproofHQ People need support #AddictionRecovery #MentalHealthMatters #COVID19 #SuicidePrevention,"New York, USA",1
"We have in-stock sanitizer that’s 80% alcohol, and 100% in-demand. https://t.co/Vk6WctvGoF #backtowork #safetyfirst… https://t.co/VUrBrteqGz",USA,2
"#Michigan, #OhioSt, #Pennsylvania #Iowa - when you're missing #Big10 #football in the fall, remember whose bad nati… https://t.co/EPWhNZNEE4","Connecticut, USA",0
"Listen to the replay of our #DefinedContribution Pooled Plans webinar to find out how SECURE Act, litigation and th… https://t.co/U4VfAAOcvT","Minnesota, USA",1
@AZRed65 @NicoleSGrigg @JamesTHarris @GOMikeRussell @AZDHS On July 1st #AZDHS &amp; Nicole stated there were 88… https://t.co/kl0sGSXKnq,"Arizona, USA",2
@NYMag @Lnonblonde You guys are being optimistic. Viruses don't disappear...they mutate. This is a microscopic oppo… https://t.co/YKbxrH8lsP,"Colorado, USA",1
"@dhookstead @DailyCaller @freep If your life is ruined by the cancelation of one season of college football, you ne… https://t.co/AEcqan2iXZ",USA,0
@w_terrence He’s also CEO of the Deadiest black voices for trump succumbed by #COVID19 Should have worn a mask 😷… https://t.co/qCp0mEDVlh,"Maryland, USA",0
@ShannonFreshour Americans know #COVID19 is a #Scam of @TheDemocrats  @HouseDemocrats @SenateDems https://t.co/V4kzHEwCES,"Spring, TX, USA",2
"""Between July 16 &amp; July 30, 97,078 US children tested positive for #COVID19 — a 40% increase in cases in children,… https://t.co/UIFQ9eH7nI",United States,1
"There are ~330,000,000 people in the USA. 167,000 people have died in the USA from C0vid19. (If you trust the numbe… https://t.co/zxAxNMmdeg","California, USA",0
"The ENTIRE government! We cannot impeach the #GrifterInChief over 160,000 #COVID19 #NegligentHomicide deaths but th… https://t.co/vGhdlOFTK4","Arizona, USA",2
"Oregon

has $1.2B revenue hole r/t #COVID19  

will State Legislature focus on the budget or include bills on polic… https://t.co/GzYUA8L6Lw",USA,2
"Serum Institute of India, the Bill &amp; Melinda Gates Foundation and Gavi will collaborate to accelerate manufacturing… https://t.co/gTSEt7lXTc","Seattle, USA",2
"What Trump's minions don't understand is that when the history books are written, even before the #COVID19 pandemic… https://t.co/J8bPVyqo2E","Oregon, USA",2
MT @annamleddy I published a conceptual piece in the American Journal of Clinical Nutrition today outlining the sho… https://t.co/TwZaGRbngQ,"San Francisco, CA, USA",2
We are already there. #TrumpHasNoCredibility #Trump made sure .@CDCgov  #COVID19 data are muzzled so cases and deat… https://t.co/tAG522s4Ac,"Ohio, USA",1
Very proud of Abigail @RepSpanberger in #VA07 - looking out for students &amp; #Veterans &amp; reaching across the aisle to… https://t.co/JOJhSU2atJ,"Virginia, USA",1
"No, we don’t “need” college football. What we actually need is a comprehensive plan to stop the spread of #COVID19.",United States,0
@BillGates says most #COVID19 tests in the US are 'completely garbage' because it takes too long to get results… https://t.co/WbURykHkLF,"New York, USA",2
@redcrossblood50 : Fully recovered from #COVID19? This is your chance to help! You may qualify to give convalescent… https://t.co/dXB2ljRkLL,USA,1
